Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain),Usia_Clean,Age_Group,Region,Price_Segment,Kategori_encoded,Region_encoded,Sub1_encoded,Sub2_encoded,Cluster
23.0,Makassar,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,23.0,Dewasa Muda (18-25),Sulawesi,Budget (≤30k),0,8,7,3,0
34.0,Surakarta,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
39.0,Sidoarjo,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
31.0,Malang,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
34.0,Duri,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,,Anak/Tidak Diketahui,Lainnya,Budget (≤30k),0,6,7,3,0
33.0,Wonosobo,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
39.0,Surabaya,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
33.0,Sidoarjo,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
38.0,Bogor,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
45.0,Yogya,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,45.0,Dewasa Menengah (36-45),DIY,Budget (≤30k),0,0,7,3,0
36.0,TANGERANG ,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,36.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
35.0,Depok,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
44.0,Kalimantan Selatan ,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,44.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
31.0,Banjarnegara,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
39.0,Ngawi,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
34.0,Yogyakarta,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),DIY,Budget (≤30k),0,0,7,3,0
31.0,Depok,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
31.0,Cilacap,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Jawa Tengah,Budget (≤30k),0,3,7,3,0
34.0,Bandung,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,,Anak/Tidak Diketahui,Jawa Barat,Budget (≤30k),0,2,7,3,0
30.0,Bekasi,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
38.0,Yogya,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),DIY,Budget (≤30k),0,0,7,3,0
26.0,Medan,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,26.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
34.0,Samarinda,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,,Anak/Tidak Diketahui,Kalimantan Timur,Budget (≤30k),0,5,7,3,0
40.0,Jakarta,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
34.0,Buton Tengah,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,,Anak/Tidak Diketahui,Lainnya,Budget (≤30k),0,6,7,3,0
36.0,Pati,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,36.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
40.0,Surabaya,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
30.0,Wonogiri,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Jawa Tengah,Budget (≤30k),0,3,7,3,0
36.0,Bogor,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,36.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
30.0,Yogya,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),DIY,Budget (≤30k),0,0,7,3,0
33.0,Sidoarjo,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
40.0,Malang,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
23.0,Parepare,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,23.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
33.0,Surabaya,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
48.0,Majalengka,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,48.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Cirebon,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
36.0,Tangerang,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,36.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
34.0,Salatiga,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,,Anak/Tidak Diketahui,Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Bandung,Kelas Matematika & Kelas Foto,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Jawa Barat,Budget (≤30k),0,2,7,3,0
34.0,Jember,Kelas Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,,Anak/Tidak Diketahui,Jawa Timur,Budget (≤30k),0,4,7,3,0
27.0,"Asahan, Sumut",Kelas Memasak Online Ayam Krimax,30,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Budget (≤30k),5,6,8,1,1
33.0,Sangatta Kaltim,Kelas mengawal aud #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Kalimantan Timur,Budget (≤30k),0,5,7,3,0
24.0,Gorontalo,Kelas mengawal aud #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,24.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Pare-pare Sulsel,Kelas mengawal aud#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
29.0,Palangkaraya ,Kelas Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,29.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Sorowako,Kelas Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
40.0,Jakarta Selatan,Kelas Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
28.0,Bangka,Kelas Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,28.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
25.0,Belik Pemalang,Kelas Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,25.0,Dewasa Muda (18-25),Jawa Timur,Budget (≤30k),0,4,7,3,0
26.0,Muara Badak Kalimantan Timur ,Kelas Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,26.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
38.0,Sukoharjo,Kelas Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Jawa Tengah,Budget (≤30k),0,3,7,3,0
11.0,Pangkalpinang,Kelas menulis,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",11.0,Anak (≤12),Lainnya,Standard (31-65k),1,6,6,5,0
9.0,Pangkalpinang,Kelas Menulis Artikel,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",9.0,Anak (≤12),Lainnya,Standard (31-65k),1,6,6,5,0
9.0,Pangkalpinang,Kelas Menulis Artikel,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",9.0,Anak (≤12),Lainnya,Standard (31-65k),1,6,6,5,0
14.0,Bantul,Kelas Menulis Artikel,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",14.0,Remaja (13-17),DIY,Standard (31-65k),1,0,6,5,0
6.0,Pangkalpinang,Kelas Menulis Artikel,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",6.0,Anak (≤12),Lainnya,Standard (31-65k),1,6,6,5,0
50.0,Jaktim,Kelas menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",50.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),1,6,6,5,0
31.0,Kutai timur sangatta,Kelas menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Lainnya,Standard (31-65k),1,6,6,5,0
10.0,Bekasi,kelas merajut online,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",10.0,Anak (≤12),Jabodetabek,Standard (31-65k),4,1,5,1,1
22.0,Tuban jatim ,Kelas merajut#5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Jawa Timur,Standard (31-65k),4,4,5,1,1
38.0,Cilacap,Kelas Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
42.0,"Sambas, Kalbar",Kelas Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,Banjarmasin,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
38.0,Jati Asih Bekasi,Kelas OL strategi penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
34.0,Yogyakarta ,Kelas OL strategi penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),DIY,Budget (≤30k),0,0,7,3,0
40.0,Malang,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
34.0,Jakarta Timur,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
34.0,Malang,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
40.0,Batam,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
41.0,Jakarta ,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,41.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
39.0,Sidoarjo,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
42.0,Jakarta,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,42.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
40.0,Sukoharjo,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Jawa Tengah,Budget (≤30k),0,3,7,3,0
29.0,Cikarang,Kelas OL strategi penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,29.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
33.0,Depok,Kelas OL strategi penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
43.0,Tangerang,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
34.0,Sidoarjo ,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
40.0,Kalimantan Timur ,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
42.0,Bekasi ,Kelas OL strategi penerapan kurikulum matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,42.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
38.0,Solo,Kelas OL Strategi Penerapan Kurikulum Matematika TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
38.0,Malang,Kelas OL Strategi Penerapan Kurikulum Matematika TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
43.0,Bandung,Kelas online  penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Jawa Barat,Budget (≤30k),0,2,7,3,0
21.0,Surabaya,Kelas Online Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,21.0,Dewasa Muda (18-25),Jawa Timur,Standard (31-65k),5,4,8,1,1
45.0,Bogor,Kelas Online Donatz,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,45.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
43.0,"Balikpapan, Kalimantan Timur ",Kelas Online Memasak Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
34.0,"Kertosono,Nganjuk,jawa timur",Kelas online memasak bacimay dan kelas roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
33.0,Sumedang,Kelas Online Strategi Penerapan Kurikulum Matematika usia TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Malang,Kelas pizza,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),5,4,8,1,1
44.0,Samarinda,Kelas Pizza,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,44.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
37.0,Salatiga,Kelas pizza mania,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,pangkalpinang,Kelas PraMembaca dan PraMenulis,65,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),0,6,7,3,0
27.0,Bogor,Kelas Privat Dinda,65,Hobi,Keterampilan Digital,Charity,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,4,0,1
42.0,Bekasi,Kelas Pukis Fantastis,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
10.0,Balikpapan,Kelas Rajut Online Sabiya,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",10.0,Anak (≤12),Kalimantan Timur,Standard (31-65k),4,5,5,1,1
38.0,Pondok Aren ,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
48.0,Lampung selatan,Kelas Roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
39.0,Ambon,Kelas Roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Maluku,Standard (31-65k),5,7,8,1,1
44.0,Ambon,Kelas Roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,44.0,Dewasa Menengah (36-45),Maluku,Standard (31-65k),5,7,8,1,1
34.0,Ambon,Kelas roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Maluku,Standard (31-65k),5,7,8,1,1
20.0,Ambon,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,20.0,Dewasa Muda (18-25),Maluku,Standard (31-65k),5,7,8,1,1
49.0,Ambon,Kelas Roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,49.0,Dewasa Tua (>45),Maluku,Standard (31-65k),5,7,8,1,1
33.0,Tangerang,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),5,1,8,1,1
43.0,"Sambas, Kalimantan Barat",Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
50.0,Ambon,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,50.0,Dewasa Tua (>45),Maluku,Standard (31-65k),5,7,8,1,1
43.0,Tangerang,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
35.0,Banjarnegara,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
51.0,Balikpapan,Kelas roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,51.0,Dewasa Tua (>45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
29.0,Mojokerto,Kelas roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),5,4,8,1,1
37.0,Jakarta,Kelas roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
42.0,Temanggung,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
29.0,Poso Sulteng,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
48.0,Bandar Lampung,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
21.0,Jakarta,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,21.0,Dewasa Muda (18-25),Jabodetabek,Standard (31-65k),5,1,8,1,1
43.0,Lampung,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
35.0,Kab. Konawe,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
33.0,Ambon,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Maluku,Standard (31-65k),5,7,8,1,1
42.0,Bekasi,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
32.0,Melawi Kalbar,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,32.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
28.0,Baubau Sulawesi Tenggara,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
43.0,Jaksel,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
39.0,Kota Ambon,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Maluku,Standard (31-65k),5,7,8,1,1
