Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain)
51,Karawang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Madura,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Batam,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Sìtubondo Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Klaten,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Cimahi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
26,Situbondo,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
33,Pontianak,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
44,Tuban Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
51,Balikpapan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Kota Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
31,Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Tangerang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
51,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
23,Bekasi Utara,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
36,Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
27,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Tangerang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
26,Cikarang barat,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Tangerang,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Lampung,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,"Kebumen, Jawa Tengah",KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
30,Semarang,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
31,Mamuju,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Ambon,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Sengkang,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
23,Merauke,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
27,Merauke,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Pemalang,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
44,Bogor,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Palopo,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Bali,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
19,Cilacap,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
25,Sukoharjo,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
21,Lampung,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Ambon,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Jombang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,Luwu Sulawesi Selatan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,Poso Sulteng,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Jeneponto,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Pekalongan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Tuban,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
23,Enrekang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
28,Kranjang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
30,Bogor,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Jaksel,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Kendal,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Lombok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Palembang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
27,Pekanbaru Riau,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Sukoharjo,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Kulon Prongo,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Blitar,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
51,Balikpapan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Pekanbaru,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Balikpapan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Purwokerto,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Tegal,Kuker & Bacimay,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
20,Balikpapan,Kuker & Bacimay,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Lombok NTB,Kuker & Dessert,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Jakarta,Kuker & Pizza,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
22,Palembang,Kuker + bacimay,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
51,Surabaya,Kuker + bacimay,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
23,Tangerang,Kuker + bread class,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
22,Ambon,Kuker + Dessert,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Lumajang,Kuker + jahit basic,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
54,Tegal,Kuker + marmer cake,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,Bau-bau,Kuker + pempek dos,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Cileungsi,Kuker + pempek dos,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Semarang,Kuker + pizza super molor,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
36,Riau,Kuker + roll cake,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Pekanbaru,Kursol jahit basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
41,Tambun bekasi,Kursol jahit basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
27,Magetan,Kursus fashion design flash sale,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
22,Banjarnegara,Kursus Jahit Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
18,Sulsel,Kursus jahit basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
25,Batam,Kursus Jahit Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
32,Malang,Kursus Jahit Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
21,Aceh,Kursus Jahit Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
34,Palembang,Kursus jahit basic #8,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
34,Bandung,Kursus Jahit Basic #8,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
26,Banjarnegara,Kursus Jahit Lanjutan,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
33,"Lumajang, Jawa Timur",Kursus Jahit Lanjutan,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
25,Jakarta Utara,Kursus Jahit Online,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
25,Bantul,Kursus Jahit Online Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
24,"Sumut, Simalungun",KURSUS JAHIT ONLINE BASIC #6,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
40,lippo Cikarang bekasi,Kursus Jahit Online Batc 10,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
39,Tangerang Selatan,Kursus Jahit Online Batch 10,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
57,"Pondok Ranji, Ciputat Timur 15412 Tangerang Selatan",Kursus Jahit Online Batch 10,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
39,Depok,Kursus Jahit Online Batch 10,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
14,Jakarta,Kursus Jahit Online Dasar,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
22,Sarirogo - Sidoarjo,Kursus jahit online sabiya,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
31,Medan,Kursus matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Pangkalpinang,Kursus matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Wates- Kulon Progo,Kursus Merajut Online,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
44,Sukoharjo,Kursus Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Cikarang,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
40,Batam,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
34,Lumajang,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
34,Kotamobagu ,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
43,Jakarta,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
26,Bandung,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
39,Situbondo,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
26,Sukoharjo,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
33,Sulawesi Tenggara,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
28,Cilacap,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
48,Majalengka,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
40,Samarinda,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
0,Pangkep Sulsel,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
41,Batam,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
35,Bandung,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
29,Bantul,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
37,Sleman,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
50,Bogor,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
20,Surabaya,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
45,Jakarta,Lip Balm,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
26,Jambi,Lip Balm ,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
27,Pekanbaru,Lip Balm ,30,Perawatan Kecantikan,Kesehatan Dewasa,Personal Wellness,Lifestyle,"Makanan Sehat, Praktis"
35,Bekasi,Mari Merajut Batch 5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
35,"Jatibening, Bekasi",Mari Merajut Lanjutan,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
42,Tangerang,Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Maluku,Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
21,Parigi,Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Samarinda,Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,Poso Sulteng,Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
33,Boyolali,Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Riau,Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
48,Lampung,Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Sulsel,Marmer cake & soesi klasik,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Ambon,Marmer cake + martabak kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
53,Tangerang selatan,Marmer cake + martabak kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
36,Konawe Sulawesi Tenggara,Marmer cake + pempek dos,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Lombok Tengah,Marmer cake + pizza ,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
28,Kalimantan,Marmer cake + roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Jakarta Selatan,Marmer cake + roll cake + pizza + pempek,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Jakarta,Marmer cake + soesi klasik,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
28,Tegal,"Marmer cake, roll cake, brownies laries manies, bacimay, pizza mania ceria, bread class",65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Bandar Lampung,Martabak Kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Papua,Martabak Kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Balikpapan,Martabak Kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
46,Samarinda,Martabak Kari & Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Yogyakarta,Martabak kari + bread class,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Jambi,Martabak kari + bread class,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
21,Parigi,Martabak kari + kuker,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Cimahi,Martabak kari + marmer cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
52,Garut,Martabak kari + pempek dos,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Tangerang,Martabak kari + pempek DOS,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
30,DIY,Martabak kari + pempek dos,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Jakarta,Martabak kari + pempek dos,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Medan,Martabak kari + pizza,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Batam,Martabak kari + pizza super molor,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
28,Lampung ,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,"Kota Metro, Lampung ",Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
29,Gresik,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Bekasi,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Sorowako,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
45,Tegal,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Sidoarjo,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
0,Purbalingga,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
20,Baturaja,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Malang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
32,Malang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
20,Malang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
51,Metro Lampung,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
19,Kalimantan,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Bogor,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
24,Depok,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
25,Depok,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Pekalongan,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
49,Karawang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
21,Sintang Kalbar,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Banjarnegara,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Samarinda,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
