Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain)
42,Bandung,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Kota Baru Driyorejo,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
45,Depok,kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Cimahi,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Kota Dumai,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
28,Banyumas,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
46,Bali,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Pangkalpinang ,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
52,Wonogiri,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
43,Kalimantan,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
25,Cilacap,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
31,Samarinda,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Makassar,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Surakarta,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Sidoarjo,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
31,Malang,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
0,Duri,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Wonosobo,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Surabaya,Kelas matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Sidoarjo,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Bogor,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
45,Yogya,Kelas Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
36,TANGERANG ,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Depok,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
44,Kalimantan Selatan ,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
31,Banjarnegara,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Ngawi,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Yogyakarta,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
31,Depok,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
31,Cilacap,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
0,Bandung,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Bekasi,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Yogya,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
26,Medan,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
0,Samarinda,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Jakarta,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
0,Buton Tengah,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
36,Pati,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Surabaya,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Wonogiri,Kelas matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
36,Bogor,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Yogya,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Sidoarjo,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Malang,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Parepare,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Surabaya,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
48,Majalengka,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Cirebon,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
36,Tangerang,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
0,Salatiga,Kelas Matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Bandung,Kelas Matematika & Kelas Foto,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
0,Jember,Kelas Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
27,"Asahan, Sumut",Kelas Memasak Online Ayam Krimax,30,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
33,Sangatta Kaltim,Kelas mengawal aud #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
24,Gorontalo,Kelas mengawal aud #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Pare-pare Sulsel,Kelas mengawal aud#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
29,Palangkaraya ,Kelas Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Sorowako,Kelas Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Jakarta Selatan,Kelas Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
28,Bangka,Kelas Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
25,Belik Pemalang,Kelas Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
26,Muara Badak Kalimantan Timur ,Kelas Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Sukoharjo,Kelas Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
11,Pangkalpinang,Kelas menulis,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY"
9,Pangkalpinang,Kelas Menulis Artikel,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY"
9,Pangkalpinang,Kelas Menulis Artikel,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY"
14,Bantul,Kelas Menulis Artikel,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY"
6,Pangkalpinang,Kelas Menulis Artikel,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY"
50,Jaktim,Kelas menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY"
31,Kutai timur sangatta,Kelas menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY"
10,Bekasi,kelas merajut online,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
22,Tuban jatim ,Kelas merajut#5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
38,Cilacap,Kelas Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,"Sambas, Kalbar",Kelas Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Banjarmasin,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Jati Asih Bekasi,Kelas OL strategi penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Yogyakarta ,Kelas OL strategi penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Malang,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Jakarta Timur,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Malang,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Batam,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
41,Jakarta ,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Sidoarjo,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
42,Jakarta,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Sukoharjo,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
29,Cikarang,Kelas OL strategi penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Depok,Kelas OL strategi penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
43,Tangerang,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Sidoarjo ,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Kalimantan Timur ,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
42,Bekasi ,Kelas OL strategi penerapan kurikulum matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Solo,Kelas OL Strategi Penerapan Kurikulum Matematika TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Malang,Kelas OL Strategi Penerapan Kurikulum Matematika TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
43,Bandung,Kelas online  penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
21,Surabaya,Kelas Online Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Bogor,Kelas Online Donatz,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,"Balikpapan, Kalimantan Timur ",Kelas Online Memasak Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,"Kertosono,Nganjuk,jawa timur",Kelas online memasak bacimay dan kelas roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
33,Sumedang,Kelas Online Strategi Penerapan Kurikulum Matematika usia TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Malang,Kelas pizza,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
44,Samarinda,Kelas Pizza,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Salatiga,Kelas pizza mania,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,pangkalpinang,Kelas PraMembaca dan PraMenulis,65,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
27,Bogor,Kelas Privat Dinda,65,Hobi,Keterampilan Digital,Charity,Seni & Visual,"Crafting, Journaling, DIY"
42,Bekasi,Kelas Pukis Fantastis,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
10,Balikpapan,Kelas Rajut Online Sabiya,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
38,Pondok Aren ,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
48,Lampung selatan,Kelas Roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Ambon,Kelas Roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
44,Ambon,Kelas Roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Ambon,Kelas roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
20,Ambon,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
49,Ambon,Kelas Roll cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
33,Tangerang,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,"Sambas, Kalimantan Barat",Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
50,Ambon,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Tangerang,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Banjarnegara,Kelas Roll Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
51,Balikpapan,Kelas roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,Mojokerto,Kelas roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Jakarta,Kelas roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Temanggung,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,Poso Sulteng,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
48,Bandar Lampung,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
21,Jakarta,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Lampung,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Kab. Konawe,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
33,Ambon,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Bekasi,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Melawi Kalbar,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
28,Baubau Sulawesi Tenggara,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Jaksel,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Kota Ambon,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Blitar,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Bali,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Kendari,Kelas Roti ,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Papua,Kelas Roti dan Brownies,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,Mojokerto,Kelas smock & sulam pita,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
40,Pemalang,Kelas Soesi Klasik,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
31,Sulawesi Tengah,Kelas Sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
27,Gresik,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
47,Pemalang,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
21,Batam,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
31,Bekasi,Kelas sticker+gif,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
20,Surabaya,Kelas sticker+gif,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
24,Banyumas,Kue kering + roll cake,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
57,Cinere Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
26,Lampung,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Bandung,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Sleman,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
30,Cilacap,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Magelang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Jaksel,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Bogor,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Lampung,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
19,Balikpapan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
28,Banjarnegara,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Tangerang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
52,Payakumbuh,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Magelang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Kota Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
49,Semarang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Limo Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Samarinda,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
27,Bengkulu Kota,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Batu Malang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
24,Mamuju,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Magelang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Palembang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
33,Boyolali,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Jember ,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Tolitoli sulawesi tengah,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Wonogiri,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
53,Tambun,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
52,Garut Jawa,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Bantul,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
30,Aceh,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
30,Jogja,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Batam,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
26,Balikpapan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
27,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Tarakan Kaltara,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Yogyakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
28,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
21,Sulawesi Tengah,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Mamuju tengah Sulbar,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
48,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Ngawi Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
33,Gorontalo,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Bima,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
46,Klaten,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Cilodong,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Cilacap,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
